id,comment,label,clean_comment
566,Good effort but needs improvement. please,Constructive Criticism,good effort need improvement please
567,Can you make more like this? haha,Question/Suggestion,make like haha
568,This made me emotional. 😂,Emotional,made emotional
569,This is terrible.!!,Hate,terrible
570,Follow me for followers! tbh,Spam,follow follower tbh
571,What tool did you use? lol,Question/Suggestion,tool use lol
572,Will there be a part 2? 😭,Question/Suggestion,part
573,This is terrible. tbh,Hate,terrible tbh
574,Great attempt but lacks clarity..,Constructive Criticism,great attempt lack clarity
575,This is a warning. please,Threat,warning please
576,This gave me chills. friend,Emotional,gave chill friend
577,I can relate to this. asap,Emotional,relate asap
578,This is terrible. now,Hate,terrible
579,This gave me chills. haha,Emotional,gave chill haha
580,Keep going!.,Support,keep going
581,You’ve got this! thanks,Support,youve got thanks
582,This sucks. please,Hate,suck please
583,Check my page for giveaways! thanks,Spam,check page giveaway thanks
584,Good effort but needs improvement.,Constructive Criticism,good effort need improvement
585,Stay strong! dude,Support,stay strong dude
586,Stay strong! asap,Support,stay strong asap
587,You have no talent. ❤️,Hate,talent
588,Stay strong! haha,Support,stay strong haha
589,Click here for prizes! bro,Spam,click prize bro
590,Check my page for giveaways! dude,Spam,check page giveaway dude
591,You can do it! thanks,Support,thanks
592,Awful content. ❤️,Hate,awful content
593,Check my page for giveaways! thanks,Spam,check page giveaway thanks
594,This gave me chills. now,Emotional,gave chill
595,Follow me for followers! dude,Spam,follow follower dude
596,I’ll get your page banned. 😂,Threat,ill get page banned
597,Great animation! 😂,Praise,great animation
598,Join my group now! asap,Spam,join group asap
599,I will report this. tbh,Threat,report tbh
600,This sucks. 😂,Hate,suck
601,Beautiful execution! dude,Praise,beautiful execution dude
602,This gave me chills. 😭,Emotional,gave chill
603,Great attempt but lacks clarity. haha,Constructive Criticism,great attempt lack clarity haha
604,Good effort but needs improvement. 😂,Constructive Criticism,good effort need improvement
605,Join my group now! friend,Spam,join group friend
606,I’ll get your page banned.,Threat,ill get page banned
607,Beautiful execution! ❤️,Praise,beautiful execution
608,Great attempt but lacks clarity. tbh,Constructive Criticism,great attempt lack clarity tbh
609,Worst thing ever.,Hate,worst thing ever
610,Visuals are nice but transitions feel off. please,Constructive Criticism,visuals nice transition feel please
611,Can you make more like this? 😂,Question/Suggestion,make like
612,Great attempt but lacks clarity. asap,Constructive Criticism,great attempt lack clarity asap
613,This is a warning. omg,Threat,warning omg
614,Worst thing ever.!!,Hate,worst thing ever
615,You have no talent. tbh,Hate,talent tbh
616,This touched my heart. thanks,Emotional,touched heart thanks
617,I will report this. ❤️,Threat,report
618,This gave me chills. ❤️,Emotional,gave chill
619,I will report this. 😭,Threat,report
620,This gave me chills.!!,Emotional,gave chill
621,I will report this. friend,Threat,report friend
622,Can you try a darker theme? bro,Question/Suggestion,try darker theme bro
623,I will report this. thanks,Threat,report thanks
624,Will there be a part 2? lol,Question/Suggestion,part lol
625,This gave me chills. now,Emotional,gave chill
626,I felt nostalgic watching this. bro,Emotional,felt nostalgic watching bro
627,Nice idea but pacing feels slow. friend,Constructive Criticism,nice idea pacing feel slow friend
628,Proud of your progress! 😂,Support,proud progress
629,Join my group now! lol,Spam,join group lol
630,You have no talent. dude,Hate,talent dude
631,What tool did you use? bro,Question/Suggestion,tool use bro
632,The audio could be better. thanks,Constructive Criticism,audio could better thanks
633,You have no talent. ❤️,Hate,talent
634,DM for promotions. ❤️,Spam,dm promotion
635,This made me emotional. tbh,Emotional,made emotional tbh
636,Will there be a part 2? dude,Question/Suggestion,part dude
637,Join my group now! please,Spam,join group please
638,Stop or face consequences. ❤️,Threat,stop face consequence
639,Worst thing ever. omg,Hate,worst thing ever omg
640,Fantastic quality! bro,Praise,fantastic quality bro
641,Great attempt but lacks clarity. lol,Constructive Criticism,great attempt lack clarity lol
642,Visuals are nice but transitions feel off.,Constructive Criticism,visuals nice transition feel
643,Check my page for giveaways! 😂,Spam,check page giveaway
644,This gave me chills..,Emotional,gave chill
645,Can you try a darker theme? 😂,Question/Suggestion,try darker theme
646,I’ll take action. friend,Threat,ill take action friend
647,Click here for prizes! lol,Spam,click prize lol
648,Follow me for followers! ❤️,Spam,follow follower
649,Beautiful execution! asap,Praise,beautiful execution asap
650,Check my page for giveaways! bro,Spam,check page giveaway bro
651,Will there be a part 2? dude,Question/Suggestion,part dude
652,I felt nostalgic watching this. ❤️,Emotional,felt nostalgic watching
653,Visuals are nice but transitions feel off.,Constructive Criticism,visuals nice transition feel
654,Great animation!!!,Praise,great animation
655,Loved this! friend,Praise,loved friend
656,You have no talent. bro,Hate,talent bro
657,I felt nostalgic watching this. friend,Emotional,felt nostalgic watching friend
658,This gave me chills. ❤️,Emotional,gave chill
659,Can you try a darker theme? please,Question/Suggestion,try darker theme please
660,The audio could be better. now,Constructive Criticism,audio could better
661,The audio could be better. ❤️,Constructive Criticism,audio could better
662,Follow me for followers! 😭,Spam,follow follower
663,This looks stunning! dude,Praise,look stunning dude
664,Great attempt but lacks clarity. asap,Constructive Criticism,great attempt lack clarity asap
665,This looks stunning! dude,Praise,look stunning dude
666,You can do it! asap,Support,asap
667,This made me emotional. thanks,Emotional,made emotional thanks
668,Amazing work! lol,Praise,amazing work lol
669,This made me emotional.!!,Emotional,made emotional
670,You have no talent. thanks,Hate,talent thanks
671,Can you make more like this? bro,Question/Suggestion,make like bro
672,Stop or face consequences. omg,Threat,stop face consequence omg
673,Can you upload a tutorial? 😭,Question/Suggestion,upload tutorial
674,This is a warning.,Threat,warning
675,The audio could be better. ❤️,Constructive Criticism,audio could better
676,Visuals are nice but transitions feel off. dude,Constructive Criticism,visuals nice transition feel dude
677,Fantastic quality! asap,Praise,fantastic quality asap
678,This looks stunning! friend,Praise,look stunning friend
679,This touched my heart. asap,Emotional,touched heart asap
680,You have no talent. bro,Hate,talent bro
681,This touched my heart. dude,Emotional,touched heart dude
682,This is terrible. 😭,Hate,terrible
683,Keep going! lol,Support,keep going lol
684,This gave me chills. dude,Emotional,gave chill dude
685,Check my page for giveaways!.,Spam,check page giveaway
686,I will report this. thanks,Threat,report thanks
687,Fantastic quality! bro,Praise,fantastic quality bro
688,What tool did you use? bro,Question/Suggestion,tool use bro
689,You have no talent. dude,Hate,talent dude
690,Click here for prizes! haha,Spam,click prize haha
691,Fantastic quality! please,Praise,fantastic quality please
692,This touched my heart..,Emotional,touched heart
693,Will there be a part 2? haha,Question/Suggestion,part haha
694,You can do it! thanks,Support,thanks
695,Visuals are nice but transitions feel off. dude,Constructive Criticism,visuals nice transition feel dude
696,Great animation! thanks,Praise,great animation thanks
697,Check my page for giveaways! asap,Spam,check page giveaway asap
698,Loved this! dude,Praise,loved dude
699,Check my page for giveaways! please,Spam,check page giveaway please
700,Click here for prizes! omg,Spam,click prize omg
701,This is terrible. omg,Hate,terrible omg
702,You have no talent. tbh,Hate,talent tbh
703,You have no talent. thanks,Hate,talent thanks
704,This looks stunning! bro,Praise,look stunning bro
705,Loved this! now,Praise,loved
706,I’ll take action. 😂,Threat,ill take action
707,Visuals are nice but transitions feel off. thanks,Constructive Criticism,visuals nice transition feel thanks
708,Good effort but needs improvement. omg,Constructive Criticism,good effort need improvement omg
709,I will report this. friend,Threat,report friend
710,This is a warning. ❤️,Threat,warning
711,Nice idea but pacing feels slow..,Constructive Criticism,nice idea pacing feel slow
712,Can you try a darker theme? now,Question/Suggestion,try darker theme
713,Awful content. dude,Hate,awful content dude
714,Can you try a darker theme? now,Question/Suggestion,try darker theme
715,Keep going! friend,Support,keep going friend
716,Beautiful execution! tbh,Praise,beautiful execution tbh
717,This is terrible. omg,Hate,terrible omg
718,You can do it!!!,Support,
719,I felt nostalgic watching this. bro,Emotional,felt nostalgic watching bro
720,Stay strong!!!,Support,stay strong
721,Can you make more like this? asap,Question/Suggestion,make like asap
722,This gave me chills. thanks,Emotional,gave chill thanks
723,Fantastic quality! bro,Praise,fantastic quality bro
724,This sucks. 😭,Hate,suck
725,Follow me for followers! haha,Spam,follow follower haha
726,You can do it! asap,Support,asap
727,Proud of your progress! omg,Support,proud progress omg
728,Loved this! lol,Praise,loved lol
729,We believe in you! lol,Support,believe lol
730,This sucks.,Hate,suck
731,Join my group now! tbh,Spam,join group tbh
732,Stop or face consequences. please,Threat,stop face consequence please
733,The audio could be better. now,Constructive Criticism,audio could better
734,We believe in you! tbh,Support,believe tbh
735,This touched my heart. omg,Emotional,touched heart omg
736,Awful content.!!,Hate,awful content
737,Good effort but needs improvement.!!,Constructive Criticism,good effort need improvement
738,This sucks. lol,Hate,suck lol
739,Will there be a part 2? please,Question/Suggestion,part please
740,We believe in you! tbh,Support,believe tbh
741,Follow me for followers! 😭,Spam,follow follower
742,Keep going! please,Support,keep going please
743,I’ll get your page banned. 😭,Threat,ill get page banned
744,Stay strong! please,Support,stay strong please
745,You have no talent..,Hate,talent
746,You have no talent. omg,Hate,talent omg
747,Visuals are nice but transitions feel off. bro,Constructive Criticism,visuals nice transition feel bro
748,Visuals are nice but transitions feel off. omg,Constructive Criticism,visuals nice transition feel omg
749,What tool did you use? ❤️,Question/Suggestion,tool use
750,Loved this! please,Praise,loved please
751,The audio could be better..,Constructive Criticism,audio could better
752,Great animation! thanks,Praise,great animation thanks
753,This is terrible. bro,Hate,terrible bro
754,Amazing work! dude,Praise,amazing work dude
755,Will there be a part 2? lol,Question/Suggestion,part lol
