id,comment,label
768,Follow me for followers!.,Spam
769,DM for promotions. ❤️,Spam
770,Awful content. thanks,Hate
771,Beautiful execution! now,Praise
772,Fantastic quality! dude,Praise
773,This is a warning. bro,Threat
774,I’ll take action. omg,Threat
775,This is a warning.!!,Threat
776,This sucks. dude,Hate
777,Nice idea but pacing feels slow. friend,Constructive Criticism
778,Good effort but needs improvement. haha,Constructive Criticism
779,Stay strong!!!,Support
780,Great attempt but lacks clarity.,Constructive Criticism
781,This touched my heart. 😂,Emotional
782,Follow me for followers!!!,Spam
783,This is a warning. ❤️,Threat
784,Great animation! friend,Praise
785,Keep going! dude,Support
786,Proud of your progress! 😂,Support
787,Visuals are nice but transitions feel off. dude,Constructive Criticism
788,This touched my heart. please,Emotional
789,This looks stunning!,Praise
790,This gave me chills. thanks,Emotional
791,I will report this. bro,Threat
792,You can do it!,Support
793,Good effort but needs improvement. omg,Constructive Criticism
794,Good effort but needs improvement. lol,Constructive Criticism
795,I can relate to this. please,Emotional
796,This sucks.!!,Hate
797,DM for promotions. now,Spam
798,Loved this! thanks,Praise
799,Follow me for followers! tbh,Spam
800,This gave me chills. please,Emotional
801,Can you upload a tutorial? tbh,Question/Suggestion
802,You’ve got this!.,Support
803,Can you try a darker theme? bro,Question/Suggestion
804,Good effort but needs improvement. friend,Constructive Criticism
805,Visuals are nice but transitions feel off. tbh,Constructive Criticism
806,This touched my heart. haha,Emotional
807,Amazing work! please,Praise
808,This is terrible. thanks,Hate
809,What tool did you use? tbh,Question/Suggestion
810,This touched my heart.,Emotional
811,This gave me chills. 😭,Emotional
812,Click here for prizes! bro,Spam
813,This touched my heart. asap,Emotional
814,I’ll take action.,Threat
815,I felt nostalgic watching this. haha,Emotional
816,Can you upload a tutorial?.,Question/Suggestion
817,Awful content. lol,Hate
818,I felt nostalgic watching this. dude,Emotional
819,Will there be a part 2? 😂,Question/Suggestion
820,The audio could be better. now,Constructive Criticism
821,Click here for prizes! lol,Spam
822,This touched my heart. 😂,Emotional
823,I’ll take action. omg,Threat
824,Visuals are nice but transitions feel off. 😂,Constructive Criticism
825,The audio could be better. dude,Constructive Criticism
826,Stop or face consequences. ❤️,Threat
827,We believe in you! dude,Support
828,We believe in you! omg,Support
829,Stop or face consequences. dude,Threat
830,This looks stunning! dude,Praise
831,Follow me for followers!,Spam
832,Check my page for giveaways! dude,Spam
833,Click here for prizes! 😂,Spam
834,Amazing work! haha,Praise
835,Visuals are nice but transitions feel off. 😂,Constructive Criticism
836,This is a warning. lol,Threat
837,Great attempt but lacks clarity. asap,Constructive Criticism
838,This is a warning..,Threat
839,I’ll get your page banned. tbh,Threat
840,Awful content. now,Hate
841,Keep going!.,Support
842,I’ll get your page banned..,Threat
843,You have no talent. thanks,Hate
844,Worst thing ever.,Hate
845,This gave me chills.!!,Emotional
846,Check my page for giveaways! 😂,Spam
847,Can you make more like this?!!,Question/Suggestion
848,Keep going! tbh,Support
849,Visuals are nice but transitions feel off. asap,Constructive Criticism
850,This gave me chills.!!,Emotional
851,You can do it!.,Support
852,This is terrible. omg,Hate
853,Worst thing ever. now,Hate
854,I’ll take action. haha,Threat
855,DM for promotions. thanks,Spam
856,I’ll take action..,Threat
857,This looks stunning! now,Praise
858,This gave me chills. please,Emotional
859,You’ve got this!.,Support
860,Check my page for giveaways! tbh,Spam
861,You have no talent. now,Hate
862,This gave me chills. dude,Emotional
863,Check my page for giveaways!,Spam
864,Good effort but needs improvement. now,Constructive Criticism
865,You have no talent. ❤️,Hate
866,Can you make more like this? tbh,Question/Suggestion
867,Proud of your progress! omg,Support
868,I’ll take action. ❤️,Threat
869,Click here for prizes! haha,Spam
870,DM for promotions. 😭,Spam
871,Stop or face consequences. haha,Threat
872,Awful content. dude,Hate
873,This sucks..,Hate
874,Worst thing ever. lol,Hate
875,You can do it! please,Support
876,I’ll take action. bro,Threat
877,I felt nostalgic watching this. 😭,Emotional
878,Can you make more like this? 😂,Question/Suggestion
879,Proud of your progress! bro,Support
880,Awful content. dude,Hate
881,This gave me chills. dude,Emotional
882,I can relate to this. lol,Emotional
883,I’ll take action. ❤️,Threat
884,This is a warning. please,Threat
885,This made me emotional..,Emotional
886,You’ve got this! lol,Support
887,Fantastic quality! now,Praise
888,Loved this! asap,Praise
889,Click here for prizes! ❤️,Spam
890,This is a warning. tbh,Threat
891,This gave me chills. dude,Emotional
892,Click here for prizes!.,Spam
893,Can you try a darker theme?,Question/Suggestion
894,What tool did you use?,Question/Suggestion
895,What tool did you use? friend,Question/Suggestion
896,Fantastic quality! now,Praise
897,We believe in you! thanks,Support
898,Beautiful execution! haha,Praise
899,This sucks. dude,Hate
900,This is terrible.,Hate
901,Great animation! haha,Praise
902,Can you upload a tutorial?.,Question/Suggestion
903,Worst thing ever. 😂,Hate
904,What tool did you use? now,Question/Suggestion
905,This made me emotional. ❤️,Emotional
906,Join my group now! 😂,Spam
907,You’ve got this! 😂,Support
908,I’ll get your page banned. ❤️,Threat
909,Worst thing ever. asap,Hate
910,Visuals are nice but transitions feel off. friend,Constructive Criticism
911,This looks stunning! 😭,Praise
912,DM for promotions. bro,Spam
913,This gave me chills. dude,Emotional
914,This touched my heart. friend,Emotional
915,I will report this. haha,Threat
916,I felt nostalgic watching this. asap,Emotional
917,I can relate to this..,Emotional
918,Can you upload a tutorial? ❤️,Question/Suggestion
919,This made me emotional. bro,Emotional
920,This touched my heart. haha,Emotional
921,Join my group now! please,Spam
922,Follow me for followers! haha,Spam
923,You have no talent. thanks,Hate
924,Can you upload a tutorial?,Question/Suggestion
925,Will there be a part 2?!!,Question/Suggestion
926,This is a warning. dude,Threat
927,You have no talent. haha,Hate
928,DM for promotions. haha,Spam
929,Awful content.,Hate
930,Visuals are nice but transitions feel off.!!,Constructive Criticism
931,Check my page for giveaways!!!,Spam
932,Follow me for followers! omg,Spam
933,Great animation! bro,Praise
934,Good effort but needs improvement. tbh,Constructive Criticism
935,Great animation! 😂,Praise
936,Awful content. friend,Hate
937,Can you try a darker theme? omg,Question/Suggestion
938,Loved this! ❤️,Praise
939,Click here for prizes! omg,Spam
940,Can you make more like this? now,Question/Suggestion
941,Keep going! 😭,Support
942,Beautiful execution! thanks,Praise
943,The audio could be better. please,Constructive Criticism
944,Great attempt but lacks clarity. ❤️,Constructive Criticism
945,Great animation! please,Praise
946,Great attempt but lacks clarity. asap,Constructive Criticism
947,This made me emotional. lol,Emotional
948,Worst thing ever..,Hate
949,Amazing work! friend,Praise
950,Can you make more like this? lol,Question/Suggestion
951,I can relate to this.!!,Emotional
952,I can relate to this..,Emotional
953,DM for promotions. now,Spam
954,Good effort but needs improvement. lol,Constructive Criticism
955,Click here for prizes!.,Spam
956,I felt nostalgic watching this. lol,Emotional
957,This touched my heart. bro,Emotional
958,Proud of your progress!!!,Support
959,Great attempt but lacks clarity. 😂,Constructive Criticism
960,Fantastic quality! thanks,Praise
961,Stay strong!,Support
962,The audio could be better. bro,Constructive Criticism
963,Fantastic quality!!!,Praise
964,Great attempt but lacks clarity. asap,Constructive Criticism
965,DM for promotions. omg,Spam
966,You’ve got this! 😭,Support
967,This looks stunning! dude,Praise
968,Can you try a darker theme? 😭,Question/Suggestion
969,Can you try a darker theme?,Question/Suggestion
970,Will there be a part 2? friend,Question/Suggestion
971,This touched my heart.,Emotional
972,Can you make more like this?!!,Question/Suggestion
973,Beautiful execution! 😭,Praise
974,I felt nostalgic watching this.,Emotional
975,You have no talent. ❤️,Hate
976,This is terrible.,Hate
977,Join my group now! asap,Spam
978,I’ll get your page banned. tbh,Threat
979,Worst thing ever. 😂,Hate
980,Proud of your progress! tbh,Support
981,Great attempt but lacks clarity. bro,Constructive Criticism
982,The audio could be better. bro,Constructive Criticism
983,DM for promotions..,Spam
984,This is a warning. haha,Threat
985,I will report this. please,Threat
986,The audio could be better. 😭,Constructive Criticism
987,You can do it! 😭,Support
988,Visuals are nice but transitions feel off..,Constructive Criticism
989,Beautiful execution!!!,Praise
990,This made me emotional. please,Emotional
991,Nice idea but pacing feels slow. omg,Constructive Criticism
992,DM for promotions.!!,Spam
993,Click here for prizes! ❤️,Spam
994,Click here for prizes! tbh,Spam
995,I can relate to this. tbh,Emotional
996,Amazing work! 😂,Praise
997,Stay strong!!!,Support
998,Stop or face consequences. now,Threat
999,This gave me chills. lol,Emotional
1000,Can you upload a tutorial? 😭,Question/Suggestion
1001,This touched my heart. haha,Emotional
1002,Fantastic quality! bro,Praise
1003,Great animation! lol,Praise
1004,Check my page for giveaways! lol,Spam
1005,Click here for prizes! ❤️,Spam
1006,I felt nostalgic watching this. dude,Emotional
1007,This is a warning..,Threat
1008,Click here for prizes! dude,Spam
1009,Worst thing ever. dude,Hate
1010,Proud of your progress!.,Support
1011,DM for promotions. bro,Spam
1012,What tool did you use? bro,Question/Suggestion
1013,Stay strong!.,Support
1014,Will there be a part 2? ❤️,Question/Suggestion
1015,Can you make more like this?.,Question/Suggestion
1016,This made me emotional. asap,Emotional
1017,I’ll get your page banned. tbh,Threat
1018,This touched my heart. ❤️,Emotional
1019,We believe in you! haha,Support
1020,Awful content. tbh,Hate
1021,This gave me chills. 😭,Emotional
1022,This sucks. please,Hate
1023,Join my group now! lol,Spam
1024,This is terrible. now,Hate
1025,This is terrible..,Hate
1026,Visuals are nice but transitions feel off. dude,Constructive Criticism
1027,This is terrible..,Hate
1028,You have no talent. 😂,Hate
1029,Will there be a part 2?.,Question/Suggestion
1030,DM for promotions. asap,Spam
1031,Beautiful execution! bro,Praise
1032,Keep going! friend,Support
1033,Can you make more like this? bro,Question/Suggestion
1034,Can you make more like this? 😂,Question/Suggestion
1035,Can you upload a tutorial? haha,Question/Suggestion
1036,Beautiful execution! haha,Praise
1037,We believe in you! lol,Support
1038,This made me emotional.!!,Emotional
1039,You have no talent. bro,Hate
1040,This is terrible.,Hate
1041,Can you try a darker theme? bro,Question/Suggestion
1042,Proud of your progress! bro,Support
1043,We believe in you! now,Support
1044,This is a warning..,Threat
1045,Click here for prizes! asap,Spam
1046,Stay strong! 😭,Support
1047,Can you upload a tutorial? lol,Question/Suggestion
1048,Beautiful execution! bro,Praise
1049,Nice idea but pacing feels slow. now,Constructive Criticism
1050,Worst thing ever. thanks,Hate
1051,This sucks.,Hate
1052,Proud of your progress! omg,Support
1053,This sucks. 😭,Hate
1054,The audio could be better. 😭,Constructive Criticism
1055,I will report this.,Threat
1056,We believe in you! lol,Support
1057,This sucks.!!,Hate
1058,This gave me chills. omg,Emotional
1059,Worst thing ever. 😭,Hate
1060,I’ll get your page banned. 😂,Threat
1061,You can do it! friend,Support
1062,Visuals are nice but transitions feel off. haha,Constructive Criticism
1063,Great attempt but lacks clarity. haha,Constructive Criticism
1064,I’ll get your page banned. lol,Threat
1065,Fantastic quality! bro,Praise
1066,You’ve got this! asap,Support
1067,Can you upload a tutorial? lol,Question/Suggestion
1068,Check my page for giveaways! friend,Spam
1069,Visuals are nice but transitions feel off. thanks,Constructive Criticism
1070,I’ll take action. ❤️,Threat
1071,Great attempt but lacks clarity. please,Constructive Criticism
1072,What tool did you use? friend,Question/Suggestion
1073,Follow me for followers! friend,Spam
